Date,Open,High,Low,Close,Adj Close
06/08/2007,25.32,29.84,19.33,28.299999,28.299999
13/08/2007,28.02,37.5,25.23,29.99,29.99
20/08/2007,29.870001,29.950001,20.440001,20.719999,20.719999
27/08/2007,22.24,26.57,21.959999,23.379999,23.379999
03/09/2007,21.93,26.969999,21.709999,26.23,26.23
10/09/2007,26.91,28.82,23.83,24.92,24.92
17/09/2007,26.450001,27.08,18.370001,19,19
24/09/2007,19.040001,20.459999,16.91,18,18
01/10/2007,18.440001,18.99,16.440001,16.91,16.91
08/10/2007,17.73,19.73,16.08,17.73,17.73
15/10/2007,18.139999,22.959999,17.73,22.959999,22.959999
22/10/2007,23.889999,24.15,19.48,19.559999,19.559999
29/10/2007,19.93,25.17,17.379999,23.01,23.01
05/11/2007,25.25,29.15,21.24,28.5,28.5
12/11/2007,30.57,31.09,23.07,25.49,25.49
19/11/2007,26.74,27.77,23.620001,25.610001,25.610001
26/11/2007,26.459999,28.950001,22,22.870001,22.870001
03/12/2007,23.59,24.59,20.290001,20.85,20.85
10/12/2007,21.16,24.219999,19.77,23.27,23.27
17/12/2007,24.129999,24.860001,18.280001,18.469999,18.469999
24/12/2007,19.08,21.049999,18.48,20.74,20.74
31/12/2007,21.870001,24.299999,21.790001,23.940001,23.940001
07/01/2008,24.620001,25.950001,22.620001,23.68,23.68
14/01/2008,23.76,29.299999,22.65,27.18,27.18
21/01/2008,35.119999,37.57,25.93,29.08,29.08
28/01/2008,29.67,30.26,24.02,24.02,24.02
04/02/2008,25.09,29.700001,24.85,28.01,28.01
11/02/2008,29.139999,29.57,23.98,25.02,25.02
18/02/2008,25.389999,26.950001,23.620001,24.059999,24.059999
25/02/2008,24.059999,26.91,21.639999,26.540001,26.540001
03/03/2008,27.540001,29.290001,22.290001,27.49,27.49
10/03/2008,28.129999,32.889999,24.9,31.16,31.16
17/03/2008,35.139999,35.599998,25.16,26.620001,26.620001
24/03/2008,26.639999,27.040001,24.75,25.709999,25.709999
31/03/2008,25.709999,26.77,21.75,22.450001,22.450001
07/04/2008,22.450001,23.59,21.209999,23.459999,23.459999
14/04/2008,23.459999,24.35,19.209999,20.129999,20.129999
21/04/2008,20.15,21.6,19.209999,19.59,19.59
28/04/2008,20.139999,20.83,17.969999,18.18,18.18
05/05/2008,18.68,20.01,18.110001,19.41,19.41
12/05/2008,19.17,19.48,16.25,16.469999,16.469999
19/05/2008,16.469999,19.799999,15.82,19.549999,19.549999
26/05/2008,20.780001,20.950001,17.540001,17.83,17.83
02/06/2008,17.83,23.790001,17.83,23.559999,23.559999
09/06/2008,23.559999,24.469999,20.780001,21.219999,21.219999
16/06/2008,21.219999,23.700001,20.02,22.870001,22.870001
23/06/2008,22.889999,24.559999,20.34,23.440001,23.440001
30/06/2008,24.25,26.08,22.700001,24.780001,24.780001
07/07/2008,25.48,29.440001,22.59,27.49,27.49
14/07/2008,27.49,30.809999,23.780001,24.049999,24.049999
21/07/2008,24.049999,24.58,20.73,22.91,22.91
28/07/2008,22.91,24.620001,20.99,22.57,22.57
04/08/2008,23.530001,23.860001,19.75,20.66,20.66
11/08/2008,20.66,22.299999,19.57,19.58,19.58
18/08/2008,19.58,22.139999,18.639999,18.809999,18.809999
25/08/2008,18.780001,21.27,18.780001,20.65,20.65
01/09/2008,20.65,24.709999,20.469999,23.059999,23.059999
08/09/2008,22.219999,26.67,22.120001,25.66,25.66
15/09/2008,25.66,42.16,25.66,32.07,32.07
22/09/2008,32.400002,36.709999,30.809999,34.740002,34.740002
29/09/2008,36.919998,48.400002,36.919998,45.139999,45.139999
06/10/2008,45.119999,76.940002,45.119999,69.949997,69.949997
13/10/2008,69.949997,81.169998,46.349998,70.330002,70.330002
20/10/2008,70.400002,89.529999,50.91,79.129997,79.129997
27/10/2008,79.129997,81.650002,56.73,59.889999,59.889999
03/11/2008,60.169998,64.779999,44.25,56.099998,56.099998
10/11/2008,56.09,69.989998,54.630001,66.309998,66.309998
17/11/2008,69.57,81.480003,65.099998,72.669998,72.669998
24/11/2008,71.190002,71.349998,50.5,55.279999,55.279999
01/12/2008,60.470001,68.599998,59.259998,59.93,59.93
08/12/2008,58.860001,59.869999,52.939999,54.279999,54.279999
15/12/2008,55.68,58.490002,41.290001,44.93,44.93
22/12/2008,44.93,46.689999,41.68,43.380001,43.380001
29/12/2008,43.349998,46.240002,36.880001,39.189999,39.189999
05/01/2009,39.240002,44.599998,37.34,42.82,42.82
12/01/2009,42.060001,55.16,41.939999,46.110001,46.110001
19/01/2009,50.119999,57.360001,46.150002,47.27,47.27
26/01/2009,47.889999,47.93,38.09,44.84,44.84
02/02/2009,49.419998,49.540001,41.200001,43.369999,43.369999
09/02/2009,45.400002,48.119999,40.73,42.93,42.93
16/02/2009,48.139999,52.040001,44.810001,49.299999,49.299999
23/02/2009,49.299999,53.16,41.91,46.349998,46.349998
02/03/2009,49.959999,53.25,45.02,49.330002,49.330002
09/03/2009,49.349998,51.34,40.029999,42.360001,42.360001
16/03/2009,42.360001,47.630001,38.790001,45.889999,45.889999
23/03/2009,45.889999,45.889999,40.169998,41.040001,41.040001
30/03/2009,44.860001,46.279999,39.639999,39.700001,39.700001
06/04/2009,41.959999,43.02,36.529999,36.529999,36.529999
13/04/2009,38.32,38.91,33.68,33.939999,33.939999
20/04/2009,33.939999,40.290001,33.939999,36.82,36.82
27/04/2009,39.459999,39.639999,34.5,35.299999,35.299999
04/05/2009,35.299999,36.240002,31.190001,32.049999,32.049999
11/05/2009,32.049999,34.080002,30.59,33.119999,33.119999
18/05/2009,32.91,32.91,26.57,32.630001,32.630001
25/05/2009,34.57,34.57,28.85,28.92,28.92
01/06/2009,28.700001,31.790001,28.299999,29.620001,29.620001
08/06/2009,30.879999,31.82,26.809999,28.15,28.15
15/06/2009,29.700001,32.77,27.559999,27.99,27.99
22/06/2009,30.4,32.049999,25.76,25.93,25.93
29/06/2009,25.93,28.620001,24.799999,27.950001,27.950001
06/07/2009,30.32,33.049999,28.82,29.02,29.02
13/07/2009,28.360001,29.24,23.83,24.34,24.34
20/07/2009,25.059999,25.42,23,23.09,23.09
27/07/2009,24.059999,26.219999,24.02,25.92,25.92
03/08/2009,25.92,26.49,23.98,24.76,24.76
10/08/2009,24.76,26.98,24.26,24.27,24.27
17/08/2009,24.27,28.389999,23.91,25.01,25.01
24/08/2009,25.01,25.889999,23.68,24.76,24.76
31/08/2009,24.76,29.57,24.76,25.26,25.26
07/09/2009,25.26,26.15,22.48,24.15,24.15
14/09/2009,25.389999,25.389999,22.780001,23.92,23.92
21/09/2009,25.34,26.34,22.190001,25.610001,25.610001
28/09/2009,26.26,29.559999,24.540001,28.68,28.68
05/10/2009,29.34,29.34,22.99,23.120001,23.120001
12/10/2009,23.120001,24.07,20.98,21.43,21.43
19/10/2009,21.41,22.77,20.1,22.27,22.27
26/10/2009,23.059999,31.59,21.889999,30.690001,30.690001
02/11/2009,30.700001,31.84,24.059999,24.190001,24.190001
09/11/2009,24.190001,24.610001,21.610001,23.360001,23.360001
16/11/2009,23.360001,24.200001,21.629999,22.190001,22.190001
23/11/2009,21.98,25.93,20.049999,24.74,24.74
30/11/2009,24.950001,25.57,20.610001,21.25,21.25
07/12/2009,22.32,24.200001,21.389999,21.59,21.59
14/12/2009,21.59,23.02,20.459999,21.68,21.68
21/12/2009,21.459999,21.51,19.25,19.469999,19.469999
28/12/2009,20.290001,21.83,19.620001,21.68,21.68
04/01/2010,21.68,21.68,18.110001,18.129999,18.129999
11/01/2010,16.93,19.459999,16.860001,17.91,17.91
18/01/2010,18.629999,28.01,17.33,27.309999,27.309999
25/01/2010,27.32,27.32,22.110001,24.620001,24.620001
01/02/2010,24.33,29.219999,21.08,26.110001,26.110001
08/02/2010,26.110001,27.110001,22.73,22.73,22.73
15/02/2010,23.51,23.57,19.709999,20.02,20.02
22/02/2010,20.16,22.68,19.32,19.5,19.5
01/03/2010,19.93,19.940001,17.23,17.42,17.42
08/03/2010,17.950001,19.34,17.43,17.58,17.58
15/03/2010,18.280001,18.780001,16.17,16.969999,16.969999
22/03/2010,18.299999,18.690001,16.209999,17.77,17.77
29/03/2010,18.17,18.280001,16.790001,17.469999,17.469999
05/04/2010,17.959999,18.16,16.059999,16.139999,16.139999
12/04/2010,15.67,19.700001,15.23,18.360001,18.360001
19/04/2010,19.139999,19.549999,15.5,16.620001,16.620001
26/04/2010,17.52,23.200001,17.07,22.049999,22.049999
03/05/2010,22.41,42.150002,19.610001,40.950001,40.950001
10/05/2010,28.65,33.240002,24.299999,31.24,31.24
17/05/2010,31.33,48.200001,28.09,40.099998,40.099998
24/05/2010,41.740002,43.740002,24.1,32.07,32.07
31/05/2010,34.869999,36.119999,29.120001,35.48,35.48
07/06/2010,35.66,37.380001,28.6,28.790001,28.790001
14/06/2010,27.940001,28.719999,23.299999,23.950001,23.950001
21/06/2010,22.9,30.41,22.870001,28.530001,28.530001
28/06/2010,29.200001,37.580002,28.469999,30.120001,30.120001
05/07/2010,28.82,31.15,24.370001,24.98,24.98
12/07/2010,24.66,28.16,23.120001,26.25,26.25
19/07/2010,27.02,27.4,23.32,23.469999,23.469999
26/07/2010,24.370001,27.32,21.860001,23.5,23.5
02/08/2010,23.07,23.889999,21.719999,21.74,21.74
09/08/2010,21.85,27.209999,21.360001,26.24,26.24
16/08/2010,27.41,28.1,23.4,25.49,25.49
23/08/2010,25.969999,28.92,24.41,24.450001,24.450001
30/08/2010,25.879999,27.83,21.24,21.309999,21.309999
06/09/2010,22.77,23.940001,21.76,21.99,21.99
13/09/2010,21.059999,22.83,20.85,22.01,22.01
20/09/2010,22.469999,24.059999,21.25,21.709999,21.709999
27/09/2010,22.58,24.52,21.969999,22.5,22.5
04/10/2010,23.629999,24.34,20.290001,20.709999,20.709999
11/10/2010,19.33,21.59,17.9,19.030001,19.030001
18/10/2010,20.43,21.35,18.76,18.780001,18.780001
25/10/2010,19.219999,22.370001,18.860001,21.200001,21.200001
01/11/2010,21.65,22.540001,17.92,18.26,18.26
08/11/2010,19.33,21.23,17.83,20.610001,20.610001
15/11/2010,20.33,23.07,17.76,18.040001,18.040001
22/11/2010,19.450001,22.219999,18.35,22.219999,22.219999
29/11/2010,23.15,23.84,17.709999,18.01,18.01
06/12/2010,18.799999,18.85,17.059999,17.610001,17.610001
13/12/2010,16.82,18.27,15.46,16.110001,16.110001
20/12/2010,16.219999,16.860001,15.4,16.469999,16.469999
27/12/2010,18.26,18.32,17.02,17.75,17.75
03/01/2011,17.940001,18.24,16.57,17.139999,17.139999
10/01/2011,18.35,18.629999,15.37,15.46,15.46
17/01/2011,16.190001,18.85,15.71,18.469999,18.469999
24/01/2011,18.780001,20.08,15.81,20.040001,20.040001
31/01/2011,19.610001,19.959999,15.89,15.93,15.93
07/02/2011,16.139999,17.07,14.86,15.69,15.69
14/02/2011,16.07,17.299999,15.22,16.43,16.43
21/02/2011,19.459999,23.219999,18.379999,19.219999,19.219999
28/02/2011,19.120001,21.139999,17.629999,19.059999,19.059999
07/03/2011,19.370001,22.25,18.950001,20.08,20.08
14/03/2011,21.790001,31.280001,20.92,24.440001,24.440001
21/03/2011,22.1,22.16,17.07,17.91,17.91
28/03/2011,18.309999,19.780001,16.440001,17.4,17.4
04/04/2011,17.629999,18.33,16.49,17.870001,17.870001
11/04/2011,16.74,18.459999,14.92,15.32,15.32
18/04/2011,18.299999,19.07,14.3,14.69,14.69
25/04/2011,15.64,16.42,14.27,14.75,14.75
02/05/2011,15.07,19.290001,15.07,18.4,18.4
09/05/2011,18.59,18.59,15.79,17.07,17.07
16/05/2011,17.860001,19.09,15.5,17.43,17.43
23/05/2011,20.030001,20.030001,15.36,15.98,15.98
30/05/2011,15.85,19.870001,15.15,17.950001,17.950001
06/06/2011,18.42,19.16,17.26,18.860001,18.860001
13/06/2011,19.1,24.65,17.799999,21.85,21.85
20/06/2011,22.99,23.08,17.719999,21.1,21.1
27/06/2011,21.6,21.82,15.12,15.87,15.87
04/07/2011,16.32,17.139999,15.3,15.95,15.95
11/07/2011,17.440001,21.68,17.16,19.530001,19.530001
18/07/2011,21.25,21.93,17.139999,17.52,17.52
25/07/2011,19.26,25.940001,18.73,25.25,25.25
01/08/2011,22.629999,39.25,22.459999,32,32
08/08/2011,36.900002,48,34.009998,36.360001,36.360001
15/08/2011,34.73,45.400002,30.809999,43.049999,43.049999
22/08/2011,38.799999,43.84,34.049999,35.59,35.59
29/08/2011,33.810001,34.740002,30.16,33.919998,33.919998
05/09/2011,39.84,40.740002,32.790001,38.52,38.52
12/09/2011,42.560001,43.18,30.43,30.98,30.98
19/09/2011,34.799999,43.869999,31.450001,41.25,41.25
26/09/2011,40.990002,43.34,35.32,42.959999,42.959999
03/10/2011,44.25,46.880001,35.189999,36.200001,36.200001
10/10/2011,35.450001,35.450001,28.08,28.24,28.24
17/10/2011,30.35,36.869999,29.690001,31.32,31.32
24/10/2011,31.67,33.299999,24.440001,24.530001,24.530001
31/10/2011,27.09,37.529999,27.01,30.16,30.16
07/11/2011,31.4,36.43,27.469999,30.040001,30.040001
14/11/2011,31.42,36.459999,30.4,32,32
21/11/2011,34.59,35.290001,31.280001,34.470001,34.470001
28/11/2011,31.93,33.110001,25.290001,27.52,27.52
05/12/2011,26.74,30.91,26,26.379999,26.379999
12/12/2011,26.780001,27.73,23.27,24.290001,24.290001
19/12/2011,25.139999,25.379999,20.34,20.73,20.73
26/12/2011,22.58,23.559999,21.68,23.4,23.4
02/01/2012,22.950001,23.73,20.58,20.629999,20.629999
09/01/2012,21.67,22.43,20.049999,20.91,20.91
16/01/2012,20.9,23.440001,18.16,18.280001,18.280001
23/01/2012,19.219999,20,16.799999,18.530001,18.530001
30/01/2012,20.33,20.33,16.1,17.1,17.1
06/02/2012,17.98,21.98,16.110001,20.790001,20.790001
13/02/2012,19.639999,21.77,17.540001,17.780001,17.780001
20/02/2012,18.41,18.969999,16.42,17.309999,17.309999
27/02/2012,19.1,19.25,17.139999,17.290001,17.290001
05/03/2012,18.27,21.24,16.629999,17.110001,17.110001
12/03/2012,15.79,16.67,13.66,14.47,14.47
19/03/2012,15.42,16.58,14.19,14.82,14.82
26/03/2012,14.51,17.27,14.14,15.5,15.5
02/04/2012,16.35,17.74,15.02,16.700001,16.700001
09/04/2012,18.940001,21.059999,17.200001,19.549999,19.549999
16/04/2012,18.870001,20.42,16.969999,17.440001,17.440001
23/04/2012,20.219999,20.27,15.75,16.32,16.32
30/04/2012,17.040001,19.280001,16.01,19.16,19.16
07/05/2012,19.799999,21.59,17.950001,19.889999,19.889999
14/05/2012,21.469999,25.139999,20.76,25.1,25.1
21/05/2012,24.879999,24.879999,19.98,21.76,21.76
28/05/2012,21.700001,26.709999,20.99,26.66,26.66
04/06/2012,26.35,27.73,20.290001,21.23,21.23
11/06/2012,19.870001,24.93,19.629999,21.110001,21.110001
18/06/2012,21.76,21.98,16.77,18.110001,18.110001
25/06/2012,20.469999,21.360001,16.870001,17.08,17.08
02/07/2012,17.620001,18.25,16.27,17.1,17.1
09/07/2012,18.17,19.51,16.360001,16.74,16.74
16/07/2012,17.309999,17.459999,15.45,16.27,16.27
23/07/2012,20.41,21,16.52,16.700001,16.700001
30/07/2012,17.549999,19.25,15.64,15.64,15.64
06/08/2012,15.85,16.469999,14.73,14.74,14.74
13/08/2012,14.09,15.15,13.3,13.45,13.45
20/08/2012,14.11,16.450001,13.38,15.18,15.18
27/08/2012,16.15,18.049999,15.75,17.469999,17.469999
03/09/2012,18.65,18.959999,14.33,14.38,14.38
10/09/2012,14.27,16.540001,13.51,14.51,14.51
17/09/2012,14.67,14.92,13.61,13.98,13.98
24/09/2012,15.06,17.08,13.87,15.73,15.73
01/10/2012,16.030001,16.530001,13.67,14.33,14.33
08/10/2012,15.19,16.790001,14.96,16.139999,16.139999
15/10/2012,16.049999,17.6,14.5,17.059999,17.059999
22/10/2012,17.440001,19.65,16.620001,17.809999,17.809999
29/10/2012,17.68,18.84,16.049999,17.59,17.59
05/11/2012,18.33,19.4,17.190001,18.610001,18.610001
12/11/2012,18.15,18.639999,15.93,16.41,16.41
19/11/2012,15.88,15.98,14.77,15.14,15.14
26/11/2012,15.63,16.98,14.89,15.87,15.87
03/12/2012,15.81,17.530001,15.73,15.9,15.9
10/12/2012,16.469999,17.15,15.41,17,17
17/12/2012,17.200001,19.93,15.46,17.84,17.84
24/12/2012,18.459999,23.23,17.84,22.719999,22.719999
31/12/2012,22.139999,22.719999,13.64,13.83,13.83
07/01/2013,14.53,14.53,13.22,13.36,13.36
14/01/2013,13.66,13.99,12.29,12.46,12.46
21/01/2013,13.28,13.5,12.3,12.89,12.89
28/01/2013,13.29,14.43,12.72,12.9,12.9
04/02/2013,14,14.75,12.89,13.02,13.02
11/02/2013,13.37,13.42,12.24,12.46,12.46
18/02/2013,12.81,16.209999,12.08,14.17,14.17
25/02/2013,13.69,19.280001,13.57,15.36,15.36
04/03/2013,16.16,16.16,12.49,12.59,12.59
11/03/2013,12.31,12.93,11.05,11.3,11.3
18/03/2013,13.47,15.4,12.3,13.57,13.57
25/03/2013,12.85,14.61,12.39,12.7,12.7
01/04/2013,13.46,15.65,12.62,13.92,13.92
08/04/2013,14.04,14.5,11.99,12.06,12.06
15/04/2013,13.12,18.200001,12.66,14.97,14.97
22/04/2013,15.08,16,13.13,13.61,13.61
29/04/2013,13.72,14.67,12.77,12.85,12.85
06/05/2013,13.06,13.53,12.49,12.59,12.59
13/05/2013,12.57,13.46,12.26,12.45,12.45
20/05/2013,13.28,15.11,12.84,13.99,13.99
27/05/2013,13.67,16.35,13.56,16.299999,16.299999
03/06/2013,16.4,18.51,14.96,15.14,15.14
10/06/2013,15.16,18.6,15.1,17.15,17.15
17/06/2013,16.530001,21.32,15.36,18.9,18.9
24/06/2013,20.870001,21.91,16.190001,16.860001,16.860001
01/07/2013,16.9,17.32,14.89,14.89,14.89
08/07/2013,14.66,15.27,13.57,13.84,13.84
15/07/2013,13.98,14.56,12.54,12.54,12.54
22/07/2013,13.23,13.73,12.07,12.72,12.72
29/07/2013,13.54,14.14,11.98,11.98,11.98
05/08/2013,12.29,13.91,11.83,13.41,13.41
12/08/2013,13.52,14.88,12.29,14.37,14.37
19/08/2013,14.94,16.559999,13.98,13.98,13.98
26/08/2013,14.37,17.809999,13.9,17.01,17.01
02/09/2013,16.469999,17.370001,15.17,15.85,15.85
09/09/2013,15.86,16.02,13.73,14.16,14.16
16/09/2013,14.1,14.68,12.52,13.12,13.12
23/09/2013,14.04,15.79,13.58,15.46,15.46
30/09/2013,17.49,18.709999,15.47,16.74,16.74
07/10/2013,18.76,21.34,15.46,15.72,15.72
14/10/2013,17.08,18.67,12.34,13.04,13.04
21/10/2013,13.34,14.21,12.93,13.09,13.09
28/10/2013,13.62,14.35,13.06,13.28,13.28
04/11/2013,13.35,14.14,12.67,12.9,12.9
11/11/2013,12.85,13.35,11.99,12.19,12.19
18/11/2013,12.41,13.94,12.24,12.26,12.26
25/11/2013,12.55,13.78,12.44,13.7,13.7
02/12/2013,13.91,15.71,13.62,13.79,13.79
09/12/2013,13.97,16.09,13.49,15.76,15.76
16/12/2013,15.64,16.75,12.89,13.79,13.79
23/12/2013,13.37,13.53,11.69,12.46,12.46
30/12/2013,12.87,14.59,12.83,13.76,13.76
06/01/2014,13.41,14,12.14,12.14,12.14
13/01/2014,12.18,13.65,11.81,12.44,12.44
20/01/2014,12.63,18.139999,12.55,18.139999,18.139999
27/01/2014,17.290001,18.99,15.8,18.41,18.41
03/02/2014,18.57,21.48,15.09,15.29,15.29
10/02/2014,15.63,15.76,13.44,13.57,13.57
17/02/2014,13.95,15.8,13.77,14.68,14.68
24/02/2014,14.83,14.83,13.49,14,14
03/03/2014,16.469999,16.780001,13.51,14.11,14.11
10/03/2014,14.76,18.219999,13.84,17.82,17.82
17/03/2014,16.389999,16.4,13.77,15,15
24/03/2014,14.7,16.07,13.46,14.41,14.41
31/03/2014,13.88,14.55,12.6,13.96,13.96
07/04/2014,14.96,17.85,13.7,17.030001,17.030001
14/04/2014,16.139999,17.5,13.07,13.36,13.36
21/04/2014,14.1,14.67,12.9,14.06,14.06
28/04/2014,14.27,15.28,12.83,12.91,12.91
05/05/2014,13.95,14.49,12.87,12.92,12.92
12/05/2014,12.46,13.77,11.88,12.44,12.44
19/05/2014,13.17,13.3,11.36,11.36,11.36
26/05/2014,11.69,11.86,11.32,11.4,11.4
02/06/2014,11.69,12.34,10.73,10.73,10.73
09/06/2014,11.23,12.81,10.93,12.18,12.18
16/06/2014,12.65,12.89,10.34,10.85,10.85
23/06/2014,11.26,12.51,10.87,11.26,11.26
30/06/2014,11.75,11.81,10.28,10.32,10.32
07/07/2014,11.15,13.23,11.01,12.08,12.08
14/07/2014,11.6,15.38,10.59,12.06,12.06
21/07/2014,12.85,13.62,11.41,12.69,12.69
28/07/2014,12.93,17.57,12.12,17.030001,17.030001
04/08/2014,16.639999,17.299999,14.69,15.77,15.77
11/08/2014,15.16,15.16,11.89,13.15,13.15
18/08/2014,12.85,13.51,11.47,11.47,11.47
